817LKJ,FORD,33575.805471865024
839IHO,VOLKSWAGEN,37358.69577736098
301KRK,BMW,6924.735648004526
906DFB,SKODA,25533.239460175962
903WEG,BMW,22936.150227457696
487RSO,SKODA,8814.705397669608
092LCX,BMW,44928.61267743255
998HYY,BMW,49983.48690462743
528EBS,BMW,49854.85627437397
588EJC,AUDI,2304.308307182362
870HCG,MERCEDES,9150.401076838742
347ONQ,FORD,17183.69401047293
718RVG,VOLVO,35030.83520576688
867RSI,PORSCHE,17513.070072104103
420ZTF,VOLKSWAGEN,3868.121638835129
687LOD,TOYOTA,2651.181468093844
482KXU,TOYOTA,3676.85514989246
621BCM,AUDI,82.17800126720914
690DQH,AUDI,14776.65777766539
244MND,PORSCHE,37813.8774917437
680HVZ,AUDI,15583.800401117724
634SQJ,SKODA,2037.4588198088215
796RGM,VOLKSWAGEN,4391.65295365651
547ZRG,BMW,30902.843619659787
975RHP,AUDI,50684.79749000742
168RCL,VOLVO,73399.40372227013
375SDH,VOLKSWAGEN,7098.400977517439
803GRA,FORD,23592.662227340254
339FIK,AUDI,15097.75983734693
919ZVR,VOLVO,12123.005356570757
246XAA,TOYOTA,8869.278151698221
107UTU,AUDI,47134.01129917647
144YQY,AUDI,15561.824401821548
804JFY,SKODA,12506.904106506816
743MKN,TOYOTA,6495.527502691205
128XRL,MERCEDES,47257.09484043583
573QTQ,TOYOTA,9571.057202421749
751KXM,VOLVO,7945.685522938697
403BNE,SKODA,33549.68174644698
728MGE,AUDI,13989.33538733791
933IFJ,BMW,56501.31321157484
574UGO,VOLVO,2592.0655008987515
865HVL,BMW,18609.22624653343
492OWW,VOLKSWAGEN,7601.733995712627
785GEP,FORD,1496.5522625101034
104TWU,SKODA,14451.169159459467
716LNE,FORD,295.4864571050389
595LED,MERCEDES,3719.7462886707763
632PGX,FORD,10159.469119644364
212GQT,PORSCHE,4672.585935445598
707SWT,PORSCHE,9.183525179489651
424DQZ,VOLVO,26064.38716826159
075DTB,VOLVO,21435.843601570738
585WTJ,VOLKSWAGEN,83.2482409009965
478KAO,VOLVO,1207.2803485350878
082LKK,AUDI,2156.6822188134147
917YYL,BMW,29035.35921504481
347AAV,SKODA,6499.247395127994
810GHK,VOLVO,2406.102631015745
588MXT,VOLKSWAGEN,868.3491244238953
666ETT,PORSCHE,2822.0020952987043
944IKN,BMW,4849.141841511543
462ZLP,FORD,2749.9427909363417
394OZK,VOLVO,28887.443140649568
870HXC,DACIA,19837.221023908365
428HPW,BMW,28634.442358812776
545MCH,BMW,14136.702788900648
836LXT,BMW,1276.6368163481106
442GFE,MERCEDES,5379.92096693679
891TTW,SKODA,22752.333046421463
814NSJ,BMW,12940.732052359594
615SMI,VOLKSWAGEN,3588.0024317345324
167FWO,FORD,13738.262161619594
779RDO,SKODA,114.72028164837207
651WQN,FORD,1851.0937781901814
304XAH,VOLKSWAGEN,3073.6125264314514
582TWJ,SKODA,18413.311953241
842SQB,VOLVO,3559.4260835305995
590DSP,BMW,5391.690803174035
685FNM,TOYOTA,5786.646377502184
511GUR,FORD,37320.90058757201
070IUG,AUDI,51082.75182500832
432BCC,VOLVO,362.80066354478146
986XVX,VOLKSWAGEN,611.7835659479051
837UCM,AUDI,10273.909838542488
051DZA,VOLVO,13131.142402246443
062SCO,MERCEDES,37206.95204785454
134HIK,MERCEDES,63101.09846460045
350YYW,VOLVO,46480.405260142084
856GIX,VOLKSWAGEN,4098.254471750233
269SPO,BMW,12392.671397395763
096MHS,AUDI,9816.684739811244
691ZID,TOYOTA,18538.998731105767
357DEP,VOLVO,5768.155343548582
523BXB,AUDI,40753.540036958824
778ARE,BMW,18723.421543388624
765EAQ,BMW,-417.8017320140869
777HWI,PORSCHE,124.1476688933104
276ZCR,AUDI,23113.513410302494
938ZLT,SKODA,18387.192383707014
392IKG,VOLKSWAGEN,2558.5420243323533
791XRN,AUDI,8787.404629492423
334LDT,BMW,60618.21715230993
416RPS,AUDI,39995.55384834645
038UNB,PORSCHE,40993.44893979369
927MLI,BMW,5556.229076502219
346DNZ,SKODA,23106.54259773166
649JWP,VOLVO,10.130598172129384
145EVZ,SKODA,21845.090704515012
021TMD,VOLKSWAGEN,1579.8444759350882
598XBZ,DACIA,2825.806225230249
018GFH,MERCEDES,50550.95778628827
550KNB,VOLKSWAGEN,10050.061304153758
166TOX,PORSCHE,270.3485038489089
002EMZ,FORD,998.6087448077843
509ZEG,BMW,48701.73719479439
443OQI,VOLKSWAGEN,1050.9661162517427
342UIJ,PORSCHE,42448.93323858748
145GEO,BMW,12210.046164250154
628LJY,MERCEDES,30758.90236736024
753XFR,SKODA,20567.248012819684
543WMO,VOLVO,37302.71658161254
025LDC,AUDI,28984.638506218544
772KOF,FORD,3374.55092082139
334PQV,FORD,11147.251107943128
014SSF,BMW,73525.25875597418
575QPP,SKODA,16854.518413279886
203NKT,FORD,4606.134346475806
